,Name,Address,Phone,Website,Opening hours,Rating
12,Morrison Mahoney LLP,"250 Summer St, Boston, MA 02210, USA",+1 617-439-7500,http://www.morrisonmahoney.com/locations/1-boston-ma,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
13,Barrett & Singal - Boston,"1 Beacon St # 1320, Boston, MA 02108, USA",+1 617-720-5090,http://barrettsingal.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
14,Boston Business Lawyers - The Jacobs Law,"36 Bromfield St #502, Boston, MA 02108, USA",+1 800-652-4783,http://www.thejacobslaw.com/,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
15,Foley Hoag LLP,"155 Seaport Blvd # 1600, Boston, MA 02210, USA",+1 617-832-1000,http://www.foleyhoag.com/,None,5.0
16,Altman & Altman LLP,"689 Massachusetts Ave, Cambridge, MA 02139, USA",+1 617-492-3000,https://www.altmanllp.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.8
17,Pierce & Mandell PC,"11 Beacon St # 800, Boston, MA 02108, USA",+1 617-720-2444,http://www.piercemandell.com/?utm_source=google&utm_medium=gmb_url&utm_campaign=gmb_listing&utm_content=primary,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
18,Brad J. Mitchell - Thornton Law Firm LLP,"1 Lincoln St, Boston, MA 02111, USA",+1 617-720-1333,http://tenlaw.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
19,"Sugarman & Sugarman, P.C.","800 Boylston Street, 30th Floor, Boston, MA 02199, USA",+1 617-542-1000,http://www.sugarman.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
20,Calabrese Law Associates,"1 BOSTON PLACE Suite 2600, Boston, MA 02108, USA",+1 617-340-6623,http://www.calalaw.com/,"['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
21,"Barclay Damon, LLP","One Financial Center, Suite 1701, Boston, MA 02111, USA",+1 617-274-2900,http://www.barclaydamon.com/,None,
22,Mavrides Law,"10 High St #1002, Boston, MA 02110, USA",+1 617-723-9900,http://www.mavrideslaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
23,Fitch Law Partners LLP,"1 Beacon St, Boston, MA 02108, USA",+1 617-542-5542,https://www.fitchlp.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Boston,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
24,Gaglini Law Group LLC,"1 Commercial Wharf W, Boston, MA 02110, USA",+1 617-350-5510,https://www.gaglinilaw.com/,None,5.0
25,Mann Law Firm P.C.,"200 Highland Ave #300, Needham, MA 02494, USA",+1 617-690-7379,https://www.simonmannlaw.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
26,"Bergstresser & Pollock, LLC","52 Temple Pl, Boston, MA 02111, USA",+1 617-682-9211,http://www.bergstresser.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",1.0
27,Atwood & Cherny PC,"177 Huntington Ave 23rd floor, Boston, MA 02115, USA",+1 617-262-6400,http://www.atwoodcherny.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.7
28,"JCO Law Firm, PC.","485 Massachusetts Ave, Cambridge, MA 02139, USA",+1 877-385-4179,,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
29,Evan R. Hoffman - Thornton Law Firm LLP,"One Lincoln St, Boston, MA 02111, USA",+1 617-720-1333,http://tenlaw.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
30,Ropes & Gray,"800 Boylston St, Boston, MA 02199, USA",+1 617-951-7000,https://www.ropesgray.com/,None,5.0
31,Parker Scheer LLP Injury Lawyers,"1 Constitution Rd, Boston, MA 02129, USA",+1 617-886-0500,https://www.parkerscheer.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
32,"Sheff Law Offices, P.C.","485 Massachusetts Ave #300, Cambridge, MA 02139, USA",+1 617-227-7000,http://www.shefflaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
33,Nutter McClennen & Fish LLP,"155 Seaport Blvd, Boston, MA 02210, USA",+1 617-439-2000,http://www.nutter.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
34,"Rudolph Friedmann, LLP","92 State St, Boston, MA 02109, USA",+1 617-723-7700,http://www.rflawyers.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.3
35,Morgan & Morgan,"12 Ericsson St #2f, Boston, MA 02122, USA",+1 857-214-2148,https://www.forthepeople.com/boston/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.5
36,Holland & Knight LLP,"10 St James Ave #1200, Boston, MA 02116, USA",+1 617-523-2700,https://www.hklaw.com/Offices/Boston/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
37,Andrew S. Wainwright - Thornton Law Firm,"1 Lincoln St, Boston, MA 02111, USA",+1 617-720-1333,http://tenlaw.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
38,Jason Stone Injury Lawyers,"225 Friend St #102, Boston, MA 02114, USA",+1 617-523-4357,https://www.stoneinjurylawyers.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.7
39,Altman & Altman LLP,"10 Post Office Square, Boston, MA 02109, USA",+1 617-547-1205,https://www.altmanllp.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
40,Brown & Rosen LLC,"100 State St #900, Boston, MA 02109, USA",+1 617-728-9111,http://brownrosen.com/,None,
41,Lawyers for Civil Rights,"61 Batterymarch St, Boston, MA 02110, USA",+1 617-482-1145,http://lawyersforcivilrights.org/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.7
42,Patricia M. Flannery - Thornton Law Firm LLP,"1 Lincoln St, Boston, MA 02111, USA",+1 617-720-1333,http://tenlaw.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
43,"Brody, Hardoon, Perkins & Kesten, LLP","699 Boylston St, Boston, MA 02116, USA",+1 617-880-7100,http://www.bhpklaw.com/,None,
44,Bailey & Glasser LLP,"99 High St Suite 304, Boston, MA 02110, USA",+1 617-439-6730,http://www.baileyglasser.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
45,"Weil, Gotshal & Manges LLP","1800, 100 Federal St 34th floor, Boston, MA 02110, USA",+1 617-772-8300,http://www.weil.com/locations/boston/,None,5.0
46,"Attorney Ray Genco, Genco Law Firm LLC","177 Huntington Ave #1700, Boston, MA 02115, USA",,,"['Monday: 12:00 AM – 11:59 PM', 'Tuesday: 12:00 AM – 11:59 PM', 'Wednesday: 12:00 AM – 11:59 PM', 'Thursday: 12:00 AM – 11:59 PM', 'Friday: 12:00 AM – 11:59 PM', 'Saturday: 12:00 AM – 11:59 PM', 'Sunday: 12:00 AM – 11:59 PM']",5.0
47,DLA Piper,"33 Arch St # 26, Boston, MA 02110, USA",+1 617-406-6000,http://www.dlapiper.com/,None,5.0
48,Coughlin Law | Criminal & DUI Defense,"35 India St #3, Boston, MA 02110, USA",+1 617-758-8888,https://coughlinlaw.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
49,Marcotte Law Firm,"45 Merrimack St # 410, Lowell, MA 01852, USA",+1 978-905-8699,https://www.marcottelawfirm.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
50,"HoustonHogle, LLP","1666 Massachusetts Ave #12, Lexington, MA 02420, USA",+1 781-863-9991,http://houstonllp.com/,None,
51,"Swartz Law, LLC","100 State St, Boston, MA 02109, USA",+1 617-871-1500,https://boston.tswartzlaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
52,Mackie Shea Durning PC,"20 Park Plaza #1001, Boston, MA 02116, USA",+1 617-266-5700,http://www.mackieshea.com/,None,
53,John T. Barrett - Thornton Law Firm LLP,"1 Lincoln St, Boston, MA 02111, USA",+1 617-720-1333,http://tenlaw.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
54,"Adler, Cohen, Harvey, Wakeman and Guekguezian, L.L.P.","75 Federal St, Boston, MA 02110, USA",+1 617-423-6674,http://www.adlercohen.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
55,"Gordon Rees Scully Mansukhani, LLP","21 Custom House St 5th floor, Boston, MA 02110, USA",+1 857-263-2000,http://www.grsm.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.3
56,Kelly & Associates Injury Lawyers,"83 Atlantic Ave #202, Boston, MA 02110, USA",+1 617-807-0855,https://www.1800lawguys.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",4.9
57,Mintz,"1 Financial Center, Boston, MA 02111, USA",+1 617-542-6000,https://www.mintz.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
58,Fish & Richardson PC,"1 Marina Park Drive, Boston, MA 02210, USA",+1 617-542-5070,http://www.fr.com/boston,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
59,Health Law Advocates Inc,"1 Federal St, Boston, MA 02110, USA",+1 617-338-5241,http://www.healthlawadvocates.org/,None,5.0
