,Name,Address,Phone,Website,Opening hours,Rating
10,Hospitality Dental & Orthodontics,"69-730, CA-111 #105, Rancho Mirage, CA 92270, USA",+1 760-321-8869,https://www.hospitalitydental.com/?utm_source=gmb_auth,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 10:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 7:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.7
11,Healthy Smiles California: La Crescenta,"2644 Foothill Blvd, La Crescenta-Montrose, CA 91214, USA",+1 818-639-8818,https://www.healthysmilescalifornia.com/la-crescenta/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
12,Sai Dental Care,"18615 CA-12, Sonoma, CA 95476, USA",+1 707-933-8600,https://www.saidental.net/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']",5.0
13,Thomas Dental Care,"1920 Sycamore Ln, Davis, CA 95616, USA",+1 530-486-1104,https://www.thomasdentalcare.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 7:30 AM – 3:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 7:30 AM – 3:00 PM', 'Saturday: 9:00 AM – 2:00 PM', 'Sunday: Closed']",4.4
14,Stars Dental,"1727 E Daily Dr suite h, Camarillo, CA 93010, USA",+1 805-764-0222,http://starsdentalcare.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
15,The Super Dentists,"2226 Otay Lakes Rd, Chula Vista, CA 91915, USA",+1 619-336-8478,https://www.thesuperdentists.com/locations/eastlake-dentist-orthodontist/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
16,California Wave Dental Center Inc,"16444 Paramount Blvd #102, Paramount, CA 90723, USA",+1 562-633-6580,http://www.wavedentist.com/,"['Monday: 9:00 AM – 1:00 PM, 2:00 – 6:00 PM', 'Tuesday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM', 'Wednesday: Closed', 'Thursday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM', 'Friday: 9:00 AM – 1:00 PM, 2:00 – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.7
17,Meadows Dental Group,"31843 Rancho California Rd STE 300, Temecula, CA 92592, USA",+1 951-676-2613,https://www.meadowsdentalgroup.com/?sc_cid=google:o:gmb,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 7:00 AM – 3:30 PM', 'Saturday: 8:00 AM – 3:00 PM', 'Sunday: Closed']",4.1
18,Western Dental & Orthodontics,"1696 W Katella Ave, Anaheim, CA 92802, USA",+1 714-481-0495,https://www.westerndental.com/en-us/find-a-location/california/anaheim/1696-w-katella-ave,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",3.0
19,San Clemente Dental Associates,"638 Camino De Los Mares # C140, San Clemente, CA 92673, USA",+1 949-234-0500,http://www.scfamilydentistry.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
20,The Super Dentists,"345 F St #260, Chula Vista, CA 91910, USA",+1 619-336-8478,https://www.thesuperdentists.com/locations/chula-vista-dentist/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.1
21,Allure Dental Center Mountain View CA,"570 N Shoreline Blvd, Mountain View, CA 94043, USA",+1 650-538-8826,http://www.alluredentalcenter.com/,"['Monday: 10:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
22,Apple Dental Center,"19190 CA-18, Apple Valley, CA 92307, USA",+1 760-242-7753,http://www.appledentalcenter.org/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 7:00 AM – 1:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
23,Merced Pediatric Dentistry - Marie Moran DDS,"113 W El Portal Dr suite b, Merced, CA 95348, USA",+1 209-383-7804,http://www.mercedpediatricdentistry.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
24,LIBERTY Dental Plan of California,"340 Commerce, Irvine, CA 92602, USA",+1 888-703-6999,http://www.libertydentalplan.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",2.4
25,Western Dental & Orthodontics,"3401 Coffee Rd, Bakersfield, CA 93308, USA",+1 661-695-3044,https://www.westerndental.com/en-us/find-a-location/california/bakersfield/3401-coffee-rd,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",4.0
26,Western Dental & Orthodontics,"2205 S Broadway, Santa Maria, CA 93454, USA",+1 805-863-9430,https://www.westerndental.com/en-us/find-a-location/california/santa-maria/2205-s-broadway,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",3.2
27,Bright Now! Dental,"2140 S Shore Center, Alameda, CA 94501, USA",+1 510-214-0253,https://www.brightnow.com/dentist-near-me/alameda-dentist/10660?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 8:00 AM – 4:00 PM', 'Sunday: Closed']",4.0
28,The Super Dentists,"9737 Aero Dr #210, San Diego, CA 92123, USA",+1 858-336-8478,https://www.thesuperdentists.com/locations/kearny-mesa-dentist/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 7:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
29,The Super Dentists,"3625 Vista Way, Oceanside, CA 92056, USA",+1 760-336-8478,https://www.thesuperdentists.com/locations/oceanside-dentist/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 7:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.0
30,Murrieta Dental Group and Orthodontics,"40760 California Oaks Rd, Murrieta, CA 92562, USA",+1 951-677-3078,https://www.murrietadental.com/?sc_cid=google:o:gmb,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 7:00 AM – 3:30 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",4.1
31,The Super Dentists - Carmel Valley,"11943 El Camino Real #200, San Diego, CA 92130, USA",+1 619-202-8667,http://www.thesuperdentists.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.8
32,Western Dental & Orthodontics,"4901 E Kings Canyon Rd, Fresno, CA 93727, USA",+1 559-490-1343,https://www.westerndental.com/en-us/find-a-location/california/fresno/4901-e-kings-canyon-road,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",4.0
33,Livermore Dental Care: David Gibson DDS,"1171 Murrieta Blvd #101, Livermore, CA 94550, USA",+1 925-455-9510,http://www.livermoredentalcare.com/,"['Monday: 7:00 AM – 7:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 8:00 AM – 2:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",4.9
34,Western Dental & Orthodontics,"285 W El Monte Way, Dinuba, CA 93618, USA",+1 559-302-9145,https://www.westerndental.com/en-us/find-a-location/california/dinuba/285-w-el-monte-way,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",4.0
35,"Mark Luzania, DDS, Dentist in Reedley CA 93654","1117 G St, Reedley, CA 93654, USA",+1 559-638-1777,http://www.markluzaniadds.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",4.6
36,Spreckels Park Dental,"626 E Yosemite Ave, Manteca, CA 95336, USA",+1 209-825-1030,,"['Monday: 9:30 AM – 6:30 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:30 AM – 6:30 PM', 'Thursday: 9:30 AM – 6:30 PM', 'Friday: 9:30 AM – 6:30 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",4.8
37,"Maher Barsoum, DDS","258 E 9th St, Upland, CA 91786, USA",+1 909-920-5222,https://www.barsoumdental.com/?utm_source=GoogleMyBusiness&utm_medium=Upland&utm_campaign=Website,"['Monday: 10:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: 7:30 AM – 12:30 PM', 'Sunday: Closed']",4.9
38,Apple Valley Dental,"17768 Wika Rd #100, Apple Valley, CA 92307, USA",+1 760-247-6007,http://www.applevalleydental.net/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 8:00 AM – 1:00 PM', 'Sunday: Closed']",4.9
39,St Joseph Family Dentistry,"2827 Whitson St, Selma, CA 93662, USA",+1 559-891-0888,,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 1:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.2
40,Opaque Dental,"500 E Almond Ave #3, Madera, CA 93637, USA",+1 559-661-7000,https://www.opaquedental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: Closed', 'Saturday: 8:00 AM – 5:00 PM', 'Sunday: Closed']",4.6
41,Western Dental & Orthodontics,"975 Veterans Blvd, Redwood City, CA 94063, USA",+1 650-480-5465,https://www.westerndental.com/en-us/find-a-location/california/redwood-city/975-veterans-blvd,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",3.6
42,Western Dental & Orthodontics,"1229 N Main St, Salinas, CA 93906, USA",+1 831-998-9433,https://www.westerndental.com/en-us/find-a-location/california/salinas/1229-n-main-st,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",2.5
43,Owjl Dental Corporation,"530 6th St, Orange Cove, CA 93646, USA",+1 559-626-4547,,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: Closed', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: Closed', 'Saturday: 8:00 AM – 12:00 PM', 'Sunday: Closed']",5.0
44,"Dr. Masoud Fanaian, DDS","1140 F St, Reedley, CA 93654, USA",+1 559-638-3611,https://www.reedleydental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.4
45,Glenn Dental,"16098 Kamana Rd #101, Apple Valley, CA 92307, USA",+1 760-242-2620,http://glenndental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",4.9
46,Escondido Family Dental Care & Specialty Center,"910 E Ohio Ave #201, Escondido, CA 92025, USA",+1 760-201-4089,https://www.escondidofamilydentistry.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: 9:00 AM – 3:00 PM', 'Sunday: Closed']",4.9
47,Mirelez Wellness Dental,"5492 N Palm Ave ste b, Fresno, CA 93704, USA",+1 559-435-3113,https://www.mirelezdental.com/,"['Monday: 7:00 AM – 4:00 PM', 'Tuesday: 7:00 AM – 4:00 PM', 'Wednesday: 7:00 AM – 4:00 PM', 'Thursday: 7:00 AM – 4:00 PM', 'Friday: 7:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.9
48,"Maher Barsoum, DDS","14613 Ramona Ave, Chino, CA 91710, USA",+1 909-902-1708,https://www.barsoumdental.com/?utm_source=GoogleMyBusiness&utm_medium=Chino&utm_campaign=Website,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 8:00 AM – 1:00 PM', 'Sunday: Closed']",4.9
49,Packwood Creek Dental Group,"4129 S Mooney Blvd Ste B, Visalia, CA 93277, USA",+1 559-732-1953,https://www.visaliadentaloffice.com/?sc_cid=google:o:gmb,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: 8:00 AM – 4:00 PM', 'Sunday: Closed']",4.1
50,Loma Vista Dental,"1504 Shaw Ave, Clovis, CA 93611, USA",+1 559-323-7777,http://www.lomavistadental.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
51,Western Dental & Orthodontics,"4195 E Shields Ave, Fresno, CA 93726, USA",+1 559-490-1337,https://www.westerndental.com/en-us/find-a-location/california/fresno/4195-e-shields-ave,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",3.7
52,Access Dental,"2707 Valley Blvd #200, West Covina, CA 91792, USA",+1 626-964-9200,https://www.accessdental.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: Closed']",4.6
53,Western Dental & Orthodontics,"2590 Sycamore Dr, Antioch, CA 94509, USA",+1 925-206-3555,https://www.westerndental.com/en-us/find-a-location/california/antioch/2590-sycamore-dr,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",
54,Western Dental & Orthodontics,"828 S Mooney Blvd, Visalia, CA 93277, USA",+1 559-802-4300,https://www.westerndental.com/en-us/find-a-location/california/visalia/828-s-mooney-blvd,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 4:30 PM', 'Sunday: Closed']",3.9
55,Omid Dental Office- South Gate Dentist,"10530 Atlantic Ave, South Gate, CA 90280, USA",+1 323-569-5000,http://www.omidsouthgatedental.com/,"['Monday: 9:30 AM – 5:00 PM', 'Tuesday: 9:30 AM – 5:00 PM', 'Wednesday: 9:30 AM – 5:00 PM', 'Thursday: Closed', 'Friday: 9:30 AM – 5:00 PM', 'Saturday: 9:30 AM – 5:00 PM', 'Sunday: Closed']",4.9
56,Studio Dental,"27 Taylor St, San Francisco, CA 94102, USA",+1 415-527-0263,http://www.studiodental.com/,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 3:00 PM', 'Sunday: Closed']",5.0
57,Stunning Smiles of Lake Forest,"24432 Muirlands Blvd #123, Lake Forest, CA 92630, USA",+1 949-900-1740,https://stunningsmilesoflakeforest.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"['Monday: 9:15 AM – 5:30 PM', 'Tuesday: 9:15 AM – 5:30 PM', 'Wednesday: 9:15 AM – 5:30 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
58,Clovis Family Dentistry,"1795 Herndon Ave #104, Clovis, CA 93611, USA",+1 559-840-4330,http://www.clovisfamilydentistry.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:30 AM – 7:00 PM', 'Wednesday: 9:30 AM – 7:00 PM', 'Thursday: 9:30 AM – 7:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.2
59,UCSF Dental Center,"707 Parnassus Ave, San Francisco, CA 94143, USA",+1 415-502-5800,http://www.ucsfdentalcenter.org/,"['Monday: 8:00 AM – 12:00 PM, 1:00 – 5:00 PM', 'Tuesday: 8:00 AM – 12:00 PM, 1:00 – 5:00 PM', 'Wednesday: 8:00 AM – 12:00 PM, 1:00 – 5:00 PM', 'Thursday: 8:00 AM – 12:00 PM, 1:00 – 5:00 PM', 'Friday: 8:00 AM – 12:00 PM, 1:00 – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",2.8
60,Sand Canyon Dental,"16100 Sand Canyon Ave #270, Irvine, CA 92618, USA",+1 949-727-9077,https://www.sandcanyondentistry.com/,"['Monday: 7:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:30 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: 8:00 AM – 2:00 PM', 'Sunday: Closed']",5.0
